,Year,team1,team2,Win_Prob,Win,team1_O,team2_O,Actual_Win
2018.0,KKR,KXIP,0.4,KXIP
2018.0,DC,RCB,0.5,RCB
2018.0,SRH,CSK,0.6,CSK
2018.0,MI,RR,0.3,RR
2018.0,KXIP,RCB,0.4,RCB
2018.0,RR,KKR,0.3,KKR
2018.0,MI,KXIP,0.4,MI
2018.0,RCB,SRH,0.5,RCB
2018.0,DC,CSK,0.5,DC
2018.0,RR,RCB,0.5,RR
2018.0,SRH,KKR,0.4,KKR
2018.0,DC,MI,0.5,DC
2018.0,KXIP,CSK,0.4,CSK
2018.0,SRH,CSK,0.5,CSK
2018.0,KKR,RR,0.3,KKR
2018.0,SRH,KKR,0.5,KKR
2018.0,SRH,CSK,0.5,CSK
2019.0,RCB,CSK,0.5,RCB
2019.0,SRH,KKR,0.3,KKR
2019.0,DC,MI,0.5,DC
2019.0,KXIP,RR,0.4,RR
2019.0,DC,CSK,0.4,DC
2019.0,KKR,KXIP,0.4,KXIP
2019.0,MI,RCB,0.4,MI
2019.0,RR,SRH,0.4,RR
2019.0,MI,KXIP,0.4,KXIP
2019.0,KKR,DC,0.5,DC
2019.0,SRH,RCB,0.5,RCB
2019.0,CSK,RR,0.5,RR
2019.0,KXIP,DC,0.5,KXIP
2019.0,RCB,RR,0.4,RR
2019.0,MI,CSK,0.5,MI
2019.0,DC,SRH,0.4,DC
2019.0,RCB,KKR,0.4,KKR
2019.0,CSK,KXIP,0.6,KXIP
2019.0,MI,SRH,0.5,SRH
2019.0,RCB,DC,0.4,DC
2019.0,RR,KKR,0.3,KKR
2019.0,SRH,KXIP,0.6,KXIP
2019.0,KKR,CSK,0.4,CSK
2019.0,KXIP,MI,0.5,KXIP
2019.0,RR,CSK,0.5,RR
2019.0,KKR,DC,0.5,DC
2019.0,MI,RR,0.5,RR
2019.0,KXIP,RCB,0.5,RCB
2019.0,KKR,CSK,0.4,CSK
2019.0,DC,SRH,0.4,SRH
2019.0,RCB,MI,0.4,MI
2019.0,KXIP,RR,0.5,RR
2019.0,CSK,SRH,0.4,SRH
2019.0,MI,DC,0.5,DC
2019.0,RCB,KKR,0.4,KKR
2019.0,MI,RR,0.5,RR
2019.0,KXIP,DC,0.4,KXIP
2019.0,KKR,SRH,0.4,SRH
2019.0,RCB,CSK,0.6,RCB
2019.0,RR,DC,0.4,DC
2019.0,SRH,CSK,0.4,SRH
2019.0,RCB,KXIP,0.6,RCB
2019.0,KKR,RR,0.4,RR
2019.0,MI,CSK,0.5,MI
2019.0,SRH,RR,0.4,RR
2019.0,DC,RCB,0.4,RCB
2019.0,KKR,MI,0.4,KKR
2019.0,SRH,KXIP,0.5,KXIP
2019.0,RCB,RR,0.5,RR
2019.0,CSK,DC,0.5,DC
2019.0,MI,SRH,0.5,SRH
2019.0,KXIP,KKR,0.6,KKR
2019.0,RR,DC,0.4,DC
2019.0,SRH,RCB,0.5,RCB
2019.0,CSK,KXIP,0.5,KXIP
2019.0,KKR,MI,0.4,KKR
2019.0,CSK,MI,0.4,MI
2019.0,SRH,DC,0.5,SRH
2019.0,DC,CSK,0.5,DC
2019.0,MI,CSK,0.4,MI
2020.0,MI,CSK,0.3,MI
2020.0,DC,KXIP,0.6,KXIP
2020.0,RCB,SRH,0.4,RCB
2020.0,RR,CSK,0.5,RR
2020.0,MI,KKR,0.4,KKR
2020.0,KXIP,RCB,0.3,RCB
2020.0,DC,CSK,0.4,DC
2020.0,SRH,KKR,0.4,KKR
2020.0,KXIP,RR,0.4,RR
2020.0,RCB,MI,0.5,RCB
2020.0,SRH,DC,0.5,SRH
2020.0,KKR,RR,0.4,RR
2020.0,MI,KXIP,0.4,KXIP
2020.0,SRH,CSK,0.5,SRH
2020.0,RR,RCB,0.5,RR
2020.0,DC,KKR,0.5,KKR
2020.0,KXIP,CSK,0.7,KXIP
2020.0,MI,SRH,0.5,SRH
2020.0,DC,RCB,0.5,RCB
2020.0,MI,RR,0.4,RR
2020.0,KKR,CSK,0.4,CSK
2020.0,SRH,KXIP,0.5,KXIP
2020.0,DC,RR,0.4,DC
2020.0,KKR,KXIP,0.4,KXIP
2020.0,RCB,CSK,0.5,RCB
2020.0,SRH,RR,0.5,SRH
2020.0,DC,MI,0.5,DC
2020.0,RCB,KKR,0.4,KKR
2020.0,CSK,SRH,0.4,SRH
2020.0,DC,RR,0.4,DC
2020.0,RCB,KXIP,0.6,RCB
2020.0,KKR,MI,0.4,KKR
2020.0,CSK,DC,0.5,DC
2020.0,RR,RCB,0.5,RR
2020.0,KKR,SRH,0.5,KKR
2020.0,MI,KXIP,0.4,MI
2020.0,CSK,RR,0.4,RR
2020.0,DC,KXIP,0.5,KXIP
2020.0,KKR,RCB,0.4,KKR
2020.0,RR,SRH,0.5,SRH
2020.0,CSK,MI,0.3,MI
2020.0,KKR,DC,0.4,KKR
2020.0,KXIP,SRH,0.5,KXIP
2020.0,MI,RR,0.5,RR
2020.0,RCB,CSK,0.4,CSK
2020.0,KKR,KXIP,0.4,KXIP
2020.0,SRH,DC,0.5,SRH
2020.0,RCB,MI,0.5,RCB
2020.0,KKR,CSK,0.4,CSK
2020.0,KXIP,RR,0.4,RR
2020.0,RCB,SRH,0.5,RCB
2020.0,DC,MI,0.5,DC
2020.0,KXIP,CSK,0.4,KXIP
2020.0,KKR,RR,0.6,KKR
2020.0,RCB,DC,0.5,RCB
2020.0,MI,SRH,0.5,SRH
2020.0,MI,DC,0.5,DC
2020.0,RCB,SRH,0.5,RCB
2020.0,DC,SRH,0.5,SRH
2020.0,DC,MI,0.5,DC
2021.0,MI,RCB,0.4,RCB
2021.0,CSK,DC,0.5,DC
2021.0,KKR,SRH,0.3,SRH
2021.0,KXIP,RR,0.4,RR
2021.0,MI,KKR,0.4,MI
2021.0,RCB,SRH,0.3,SRH
2021.0,DC,RR,0.4,RR
2021.0,KXIP,CSK,0.5,KXIP
2021.0,MI,SRH,0.4,SRH
2021.0,RCB,KKR,0.3,KKR
2021.0,KXIP,DC,0.7,KXIP
2021.0,CSK,RR,0.6,RR
2021.0,MI,DC,0.5,DC
2021.0,KXIP,SRH,0.5,KXIP
2021.0,CSK,KKR,0.5,KKR
2021.0,RR,RCB,0.4,RCB
2021.0,MI,KXIP,0.5,KXIP
2021.0,KKR,RR,0.5,RR
2021.0,CSK,RCB,0.4,CSK
2021.0,DC,SRH,0.5,SRH
2021.0,KXIP,KKR,0.4,KKR
2021.0,RCB,DC,0.5,RCB
2021.0,SRH,CSK,0.5,CSK
2021.0,RR,MI,0.6,RR
2021.0,KKR,DC,0.5,DC
2021.0,KXIP,RCB,0.5,RCB
2021.0,CSK,MI,0.6,MI
2021.0,RR,SRH,0.4,SRH
2021.0,KXIP,DC,0.7,KXIP
2021.0,CSK,MI,0.6,MI
2021.0,RCB,KKR,0.4,KKR
2021.0,RR,KXIP,0.4,KXIP
2021.0,SRH,DC,0.4,DC
2021.0,MI,KKR,0.5,MI
2021.0,RCB,CSK,0.4,CSK
2021.0,DC,RR,0.5,RR
2021.0,KXIP,SRH,0.5,KXIP
2021.0,KKR,CSK,0.5,KKR
2021.0,RCB,MI,0.4,RCB
2021.0,RR,SRH,0.5,RR
2021.0,DC,KKR,0.4,KKR
2021.0,KXIP,MI,0.5,KXIP
2021.0,RR,RCB,0.4,RCB
2021.0,SRH,CSK,0.5,SRH
2021.0,KKR,KXIP,0.4,KXIP
2021.0,CSK,RR,0.6,RR
2021.0,MI,DC,0.4,DC
2021.0,RCB,KXIP,0.5,RCB
2021.0,SRH,KKR,0.4,SRH
2021.0,CSK,DC,0.5,DC
2021.0,RR,MI,0.7,RR
2021.0,SRH,RCB,0.5,SRH
2021.0,CSK,KXIP,0.5,KXIP
2021.0,KKR,RR,0.5,RR
2021.0,MI,SRH,0.5,SRH
2021.0,DC,RCB,0.6,RCB
2021.0,DC,CSK,0.5,DC
2021.0,RCB,KKR,0.5,RCB
2021.0,DC,KKR,0.4,KKR
2021.0,CSK,KKR,0.4,KKR
2022.0,CSK,KKR,0.4,KKR
2022.0,MI,DC,0.5,MI
2022.0,RCB,KXIP,0.5,KXIP
2022.0,LSG,GT,0.0,GT
2022.0,RR,SRH,0.4,SRH
2022.0,KKR,RCB,0.5,RCB
2022.0,CSK,LSG,0.0,LSG
2022.0,KXIP,KKR,0.4,KKR
2022.0,RR,MI,0.4,RR
2022.0,GT,DC,0.0,DC
2022.0,KXIP,CSK,0.5,KXIP
2022.0,LSG,SRH,0.0,SRH
2022.0,RR,RCB,0.5,RR
2022.0,MI,KKR,0.5,MI
2022.0,DC,LSG,0.0,LSG
2022.0,KXIP,GT,0.0,GT
2022.0,CSK,SRH,0.4,SRH
2022.0,MI,RCB,0.4,RCB
2022.0,DC,KKR,0.5,DC
2022.0,RR,LSG,0.0,LSG
2022.0,GT,SRH,0.0,SRH
2022.0,CSK,RCB,0.5,CSK
2022.0,KXIP,MI,0.4,KXIP
2022.0,GT,RR,0.0,RR
2022.0,KKR,SRH,0.4,SRH
2022.0,LSG,MI,0.0,MI
2022.0,RCB,DC,0.6,RCB
2022.0,KXIP,SRH,0.5,KXIP
2022.0,CSK,GT,0.0,GT
2022.0,RR,KKR,0.4,KKR
2022.0,RCB,LSG,0.0,LSG
2022.0,KXIP,DC,0.5,KXIP
2022.0,MI,CSK,0.4,CSK
2022.0,RR,DC,0.4,RR
2022.0,GT,KKR,0.0,KKR
2022.0,RCB,SRH,0.4,SRH
2022.0,LSG,MI,0.0,MI
2022.0,KXIP,CSK,0.6,KXIP
2022.0,RR,RCB,0.4,RCB
2022.0,SRH,GT,0.0,GT
2022.0,KKR,DC,0.4,DC
2022.0,LSG,KXIP,0.0,KXIP
2022.0,RCB,GT,0.0,GT
2022.0,RR,MI,0.4,RR
2022.0,LSG,DC,0.0,DC
2022.0,CSK,SRH,0.4,SRH
2022.0,RR,KKR,0.4,RR
2022.0,GT,KXIP,0.0,KXIP
2022.0,RCB,CSK,0.6,CSK
2022.0,DC,SRH,0.6,SRH
2022.0,MI,GT,0.0,GT
2022.0,KXIP,RR,0.4,RR
2022.0,LSG,KKR,0.0,KKR
2022.0,RCB,SRH,0.5,SRH
2022.0,CSK,DC,0.6,CSK
2022.0,KKR,MI,0.5,MI
2022.0,GT,LSG,0.0,LSG
2022.0,RR,DC,0.4,DC
2022.0,CSK,MI,0.4,MI
2022.0,KXIP,RCB,0.5,KXIP
2022.0,KKR,SRH,0.4,SRH
2022.0,CSK,GT,0.0,GT
2022.0,RR,LSG,0.0,LSG
2022.0,DC,KXIP,0.5,KXIP
2022.0,SRH,MI,0.5,SRH
2022.0,LSG,KKR,0.0,KKR
2022.0,GT,RCB,0.0,RCB
2022.0,CSK,RR,0.5,RR
2022.0,DC,MI,0.4,MI
2022.0,SRH,KXIP,0.5,KXIP
2022.0,RR,GT,0.0,GT
2022.0,RCB,LSG,0.0,LSG
2022.0,RCB,RR,0.5,RR
2022.0,RR,GT,0.0,GT
2023.0,CSK,GT,0.0,GT
2023.0,KXIP,KKR,0.4,KKR
2023.0,LSG,DC,0.0,DC
2023.0,RR,SRH,0.4,SRH
2023.0,MI,RCB,0.4,RCB
2023.0,CSK,LSG,0.0,LSG
2023.0,DC,GT,0.0,GT
2023.0,KXIP,RR,0.4,KXIP
2023.0,KKR,RCB,0.4,RCB
2023.0,SRH,LSG,0.0,LSG
2023.0,RR,DC,0.4,DC
2023.0,MI,CSK,0.4,CSK
2023.0,GT,KKR,0.0,KKR
2023.0,KXIP,SRH,0.4,KXIP
2023.0,RCB,LSG,0.0,LSG
2023.0,DC,MI,0.5,MI
2023.0,RR,CSK,0.6,RR
2023.0,KXIP,GT,0.0,GT
2023.0,SRH,KKR,0.5,KKR
2023.0,RCB,DC,0.5,RCB
2023.0,LSG,KXIP,0.0,KXIP
2023.0,KKR,MI,0.6,MI
2023.0,GT,RR,0.0,RR
2023.0,CSK,RCB,0.4,RCB
2023.0,MI,SRH,0.4,SRH
2023.0,LSG,RR,0.0,RR
2023.0,RCB,KXIP,0.6,KXIP
2023.0,KKR,DC,0.5,DC
2023.0,SRH,CSK,0.5,SRH
2023.0,GT,LSG,0.0,LSG
2023.0,KXIP,MI,0.5,KXIP
2023.0,RCB,RR,0.5,RR
2023.0,CSK,KKR,0.5,KKR
2023.0,DC,SRH,0.4,SRH
2023.0,GT,MI,0.0,MI
2023.0,KKR,RCB,0.4,RCB
2023.0,RR,CSK,0.6,RR
2023.0,LSG,KXIP,0.0,KXIP
2023.0,KKR,GT,0.0,GT
2023.0,SRH,DC,0.4,DC
2023.0,CSK,KXIP,0.6,KXIP
2023.0,RR,MI,0.4,MI
2023.0,RCB,LSG,0.0,LSG
2023.0,DC,GT,0.0,GT
2023.0,LSG,CSK,0.0,CSK
2023.0,KXIP,MI,0.5,KXIP
2023.0,KKR,SRH,0.5,KKR
2023.0,RR,GT,0.0,GT
2023.0,MI,CSK,0.6,MI
2023.0,RCB,DC,0.5,RCB
2023.0,GT,LSG,0.0,LSG
2023.0,RR,SRH,0.3,SRH
2023.0,KXIP,KKR,0.4,KKR
2023.0,RCB,MI,0.6,MI
2023.0,CSK,DC,0.5,CSK
2023.0,KKR,RR,0.4,RR
2023.0,MI,GT,0.0,GT
2023.0,SRH,LSG,0.0,LSG
2023.0,KXIP,DC,0.5,KXIP
2023.0,RCB,RR,0.5,RR
2023.0,CSK,KKR,0.4,KKR
2023.0,GT,SRH,0.0,SRH
2023.0,LSG,MI,0.0,MI
2023.0,DC,KXIP,0.5,KXIP
2023.0,SRH,RCB,0.5,SRH
2023.0,KXIP,RR,0.4,RR
2023.0,CSK,DC,0.5,CSK
2023.0,LSG,KKR,0.0,KKR
2023.0,SRH,MI,0.4,MI
2023.0,RCB,GT,0.0,GT
2023.0,CSK,GT,0.0,GT
2023.0,MI,LSG,0.0,LSG
2023.0,GT,MI,0.0,MI
2023.0,GT,CSK,0.0,CSK
2024.0,RCB,CSK,0.4,CSK
2024.0,DC,KXIP,0.5,KXIP
2024.0,KKR,SRH,0.4,KKR
2024.0,RR,LSG,0.0,LSG
2024.0,GT,MI,0.0,MI
2024.0,KXIP,RCB,0.5,KXIP
2024.0,CSK,GT,0.0,GT
2024.0,SRH,MI,0.4,SRH
2024.0,RR,DC,0.5,DC
2024.0,RCB,KKR,0.5,KKR
2024.0,LSG,KXIP,0.0,KXIP
2024.0,SRH,GT,0.0,GT
2024.0,DC,CSK,0.5,DC
2024.0,MI,RR,0.4,RR
2024.0,LSG,RCB,0.0,RCB
2024.0,KKR,DC,0.4,DC
2024.0,GT,KXIP,0.0,KXIP
2024.0,CSK,SRH,0.5,SRH
2024.0,RCB,RR,0.4,RR
2024.0,MI,DC,0.4,DC
2024.0,LSG,GT,0.0,GT
2024.0,KKR,CSK,0.5,KKR
2024.0,SRH,KXIP,0.4,SRH
2024.0,RR,GT,0.0,GT
2024.0,RCB,MI,0.4,MI
2024.0,LSG,DC,0.0,DC
2024.0,KXIP,RR,0.4,KXIP
2024.0,LSG,KKR,0.0,KKR
2024.0,CSK,MI,0.6,MI
2024.0,SRH,RCB,0.4,RCB
2024.0,KKR,RR,0.6,KKR
2024.0,GT,DC,0.0,DC
2024.0,MI,KXIP,0.4,KXIP
2024.0,CSK,LSG,0.0,LSG
2024.0,SRH,DC,0.5,SRH
2024.0,KKR,RCB,0.4,RCB
2024.0,KXIP,GT,0.0,GT
2024.0,MI,RR,0.5,MI
2024.0,CSK,LSG,0.0,LSG
2024.0,DC,GT,0.0,GT
2024.0,RCB,SRH,0.5,SRH
2024.0,KKR,KXIP,0.4,KXIP
2024.0,DC,MI,0.5,MI
2024.0,LSG,RR,0.0,RR
2024.0,GT,RCB,0.0,RCB
2024.0,CSK,SRH,0.5,SRH
2024.0,DC,KKR,0.4,KKR
2024.0,MI,LSG,0.0,LSG
2024.0,CSK,KXIP,0.7,KXIP
2024.0,SRH,RR,0.5,SRH
2024.0,KKR,MI,0.4,KKR
2024.0,GT,RCB,0.0,RCB
2024.0,CSK,KXIP,0.7,KXIP
2024.0,KKR,LSG,0.0,LSG
2024.0,SRH,MI,0.4,SRH
2024.0,DC,RR,0.5,DC
2024.0,LSG,SRH,0.0,SRH
2024.0,RCB,KXIP,0.4,KXIP
2024.0,GT,CSK,0.0,CSK
2024.0,KKR,MI,0.4,KKR
2024.0,RR,CSK,0.6,RR
2024.0,RCB,DC,0.5,RCB
2024.0,DC,LSG,0.0,LSG
2024.0,RR,KXIP,0.4,KXIP
2024.0,LSG,MI,0.0,MI
2024.0,RCB,CSK,0.5,RCB
2024.0,KXIP,SRH,0.5,SRH
2024.0,SRH,KKR,0.4,SRH
2024.0,RCB,RR,0.5,RR
2024.0,SRH,RR,0.5,SRH
2024.0,SRH,KKR,0.4,SRH
2018.0,MI,CSK,0.5,MI
2018.0,DC,KXIP,0.2,KXIP
2018.0,RCB,KKR,0.5,KKR
2018.0,RR,SRH,0.3,SRH
2018.0,KKR,CSK,0.3,KKR
2018.0,RR,DC,0.3,DC
2018.0,MI,SRH,0.4,SRH
2018.0,KXIP,RCB,0.5,RCB
2018.0,MI,DC,0.4,DC
2018.0,KKR,SRH,0.4,KKR
2018.0,RR,RCB,0.4,RR
2018.0,KXIP,CSK,0.5,KXIP
2018.0,KKR,DC,0.5,DC
2018.0,MI,RCB,0.4,MI
2018.0,RR,KKR,0.4,RR
2018.0,KXIP,SRH,0.5,KXIP
2018.0,CSK,RR,0.5,RR
2018.0,KKR,KXIP,0.4,KKR
2018.0,DC,RCB,0.5,RCB
2018.0,CSK,SRH,0.5,CSK
2018.0,MI,RR,0.4,RR
2018.0,KXIP,DC,0.3,DC
2018.0,SRH,MI,0.4,MI
2018.0,RCB,CSK,0.4,CSK
2018.0,SRH,KXIP,0.6,KXIP
2018.0,DC,KKR,0.5,DC
2018.0,CSK,MI,0.5,MI
2018.0,SRH,RR,0.4,RR
2018.0,RCB,KKR,0.5,KKR
2018.0,CSK,DC,0.5,DC
2018.0,RCB,MI,0.4,MI
2018.0,DC,RR,0.4,DC
2018.0,CSK,KKR,0.5,KKR
2018.0,KXIP,MI,0.4,MI
2018.0,RCB,CSK,0.5,RCB
2018.0,DC,SRH,0.5,DC
2018.0,MI,KKR,0.5,MI
2018.0,RR,KXIP,0.4,RR
2018.0,SRH,RCB,0.4,RCB
2018.0,RR,KXIP,0.4,RR
2018.0,MI,KKR,0.5,MI
2018.0,DC,SRH,0.5,DC
2018.0,CSK,RR,0.5,RR
2018.0,KKR,KXIP,0.4,KXIP
2018.0,DC,RCB,0.5,RCB
2018.0,SRH,CSK,0.6,CSK
2018.0,MI,RR,0.3,RR
2018.0,KXIP,RCB,0.4,RCB
2018.0,RR,KKR,0.3,KKR
2018.0,MI,KXIP,0.4,MI
2018.0,RCB,SRH,0.5,RCB
2018.0,DC,CSK,0.5,DC
2018.0,RR,RCB,0.5,RR
2018.0,SRH,KKR,0.4,KKR
2018.0,DC,MI,0.5,DC
2018.0,KXIP,CSK,0.4,CSK
2018.0,SRH,CSK,0.5,CSK
2018.0,KKR,RR,0.3,KKR
2018.0,SRH,KKR,0.5,KKR
2018.0,SRH,CSK,0.5,CSK
2019.0,RCB,CSK,0.5,RCB
2019.0,SRH,KKR,0.3,KKR
2019.0,DC,MI,0.5,DC
2019.0,KXIP,RR,0.4,RR
2019.0,DC,CSK,0.4,DC
2019.0,KKR,KXIP,0.4,KXIP
2019.0,MI,RCB,0.4,MI
2019.0,RR,SRH,0.4,RR
2019.0,MI,KXIP,0.4,KXIP
2019.0,KKR,DC,0.5,DC
2019.0,SRH,RCB,0.5,RCB
2019.0,CSK,RR,0.5,RR
2019.0,KXIP,DC,0.5,KXIP
2019.0,RCB,RR,0.4,RR
2019.0,MI,CSK,0.5,MI
2019.0,DC,SRH,0.4,DC
2019.0,RCB,KKR,0.4,KKR
2019.0,CSK,KXIP,0.6,KXIP
2019.0,MI,SRH,0.5,SRH
2019.0,RCB,DC,0.4,DC
2019.0,RR,KKR,0.3,KKR
2019.0,SRH,KXIP,0.6,KXIP
2019.0,KKR,CSK,0.4,CSK
2019.0,KXIP,MI,0.5,KXIP
2019.0,RR,CSK,0.5,RR
2019.0,KKR,DC,0.5,DC
2019.0,MI,RR,0.5,RR
2019.0,KXIP,RCB,0.5,RCB
2019.0,KKR,CSK,0.4,CSK
2019.0,DC,SRH,0.4,SRH
2019.0,RCB,MI,0.4,MI
2019.0,KXIP,RR,0.5,RR
2019.0,CSK,SRH,0.4,SRH
2019.0,MI,DC,0.5,DC
2019.0,RCB,KKR,0.4,KKR
2019.0,MI,RR,0.5,RR
2019.0,KXIP,DC,0.4,KXIP
2019.0,KKR,SRH,0.4,SRH
2019.0,RCB,CSK,0.6,RCB
2019.0,RR,DC,0.4,DC
2019.0,SRH,CSK,0.4,SRH
2019.0,RCB,KXIP,0.6,RCB
2019.0,KKR,RR,0.4,RR
2019.0,MI,CSK,0.5,MI
2019.0,SRH,RR,0.4,RR
2019.0,DC,RCB,0.4,RCB
2019.0,KKR,MI,0.4,KKR
2019.0,SRH,KXIP,0.5,KXIP
2019.0,RCB,RR,0.5,RR
2019.0,CSK,DC,0.5,DC
2019.0,MI,SRH,0.5,SRH
2019.0,KXIP,KKR,0.6,KKR
2019.0,RR,DC,0.4,DC
2019.0,SRH,RCB,0.5,RCB
2019.0,CSK,KXIP,0.5,KXIP
2019.0,KKR,MI,0.4,KKR
2019.0,CSK,MI,0.4,MI
2019.0,SRH,DC,0.5,SRH
2019.0,DC,CSK,0.5,DC
2019.0,MI,CSK,0.4,MI
2020.0,MI,CSK,0.3,MI
2020.0,DC,KXIP,0.6,KXIP
2020.0,RCB,SRH,0.4,RCB
2020.0,RR,CSK,0.5,RR
2020.0,MI,KKR,0.4,KKR
2020.0,KXIP,RCB,0.3,RCB
2020.0,DC,CSK,0.4,DC
2020.0,SRH,KKR,0.4,KKR
2020.0,KXIP,RR,0.4,RR
2020.0,RCB,MI,0.5,RCB
2020.0,SRH,DC,0.5,SRH
2020.0,KKR,RR,0.4,RR
2020.0,MI,KXIP,0.4,KXIP
2020.0,SRH,CSK,0.5,SRH
2020.0,RR,RCB,0.5,RR
2020.0,DC,KKR,0.5,KKR
2020.0,KXIP,CSK,0.7,KXIP
2020.0,MI,SRH,0.5,SRH
2020.0,DC,RCB,0.5,RCB
2020.0,MI,RR,0.4,RR
2020.0,KKR,CSK,0.4,CSK
2020.0,SRH,KXIP,0.5,KXIP
2020.0,DC,RR,0.4,DC
2020.0,KKR,KXIP,0.4,KXIP
2020.0,RCB,CSK,0.5,RCB
2020.0,SRH,RR,0.5,SRH
2020.0,DC,MI,0.5,DC
2020.0,RCB,KKR,0.4,KKR
2020.0,CSK,SRH,0.4,SRH
2020.0,DC,RR,0.4,DC
2020.0,RCB,KXIP,0.6,RCB
2020.0,KKR,MI,0.4,KKR
2020.0,CSK,DC,0.5,DC
2020.0,RR,RCB,0.5,RR
2020.0,KKR,SRH,0.5,KKR
2020.0,MI,KXIP,0.4,MI
2020.0,CSK,RR,0.4,RR
2020.0,DC,KXIP,0.5,KXIP
2020.0,KKR,RCB,0.4,KKR
2020.0,RR,SRH,0.5,SRH
2020.0,CSK,MI,0.3,MI
2020.0,KKR,DC,0.4,KKR
2020.0,KXIP,SRH,0.5,KXIP
2020.0,MI,RR,0.5,RR
2020.0,RCB,CSK,0.4,CSK
2020.0,KKR,KXIP,0.4,KXIP
2020.0,SRH,DC,0.5,SRH
2020.0,RCB,MI,0.5,RCB
2020.0,KKR,CSK,0.4,CSK
2020.0,KXIP,RR,0.4,RR
2020.0,RCB,SRH,0.5,RCB
2020.0,DC,MI,0.5,DC
2020.0,KXIP,CSK,0.4,KXIP
2020.0,KKR,RR,0.6,KKR
2020.0,RCB,DC,0.5,RCB
2020.0,MI,SRH,0.5,SRH
2020.0,MI,DC,0.5,DC
2020.0,RCB,SRH,0.5,RCB
2020.0,DC,SRH,0.5,SRH
2020.0,DC,MI,0.5,DC
2021.0,MI,RCB,0.4,RCB
2021.0,CSK,DC,0.5,DC
2021.0,KKR,SRH,0.3,SRH
2021.0,KXIP,RR,0.4,RR
2021.0,MI,KKR,0.4,MI
2021.0,RCB,SRH,0.3,SRH
2021.0,DC,RR,0.4,RR
2021.0,KXIP,CSK,0.5,KXIP
2021.0,MI,SRH,0.4,SRH
2021.0,RCB,KKR,0.3,KKR
2021.0,KXIP,DC,0.7,KXIP
2021.0,CSK,RR,0.6,RR
2021.0,MI,DC,0.5,DC
2021.0,KXIP,SRH,0.5,KXIP
2021.0,CSK,KKR,0.5,KKR
2021.0,RR,RCB,0.4,RCB
2021.0,MI,KXIP,0.5,KXIP
2021.0,KKR,RR,0.5,RR
2021.0,CSK,RCB,0.4,CSK
2021.0,DC,SRH,0.5,SRH
2021.0,KXIP,KKR,0.4,KKR
2021.0,RCB,DC,0.5,RCB
2021.0,SRH,CSK,0.5,CSK
2021.0,RR,MI,0.6,RR
2021.0,KKR,DC,0.5,DC
2021.0,KXIP,RCB,0.5,RCB
2021.0,CSK,MI,0.6,MI
2021.0,RR,SRH,0.4,SRH
2021.0,KXIP,DC,0.7,KXIP
2021.0,CSK,MI,0.6,MI
2021.0,RCB,KKR,0.4,KKR
2021.0,RR,KXIP,0.4,KXIP
2021.0,SRH,DC,0.4,DC
2021.0,MI,KKR,0.5,MI
2021.0,RCB,CSK,0.4,CSK
2021.0,DC,RR,0.5,RR
2021.0,KXIP,SRH,0.5,KXIP
2021.0,KKR,CSK,0.5,KKR
2021.0,RCB,MI,0.4,RCB
2021.0,RR,SRH,0.5,RR
2021.0,DC,KKR,0.4,KKR
2021.0,KXIP,MI,0.5,KXIP
2021.0,RR,RCB,0.4,RCB
2021.0,SRH,CSK,0.5,SRH
2021.0,KKR,KXIP,0.4,KXIP
2021.0,CSK,RR,0.6,RR
2021.0,MI,DC,0.4,DC
2021.0,RCB,KXIP,0.5,RCB
2021.0,SRH,KKR,0.4,SRH
2021.0,CSK,DC,0.5,DC
2021.0,RR,MI,0.7,RR
2021.0,SRH,RCB,0.5,SRH
2021.0,CSK,KXIP,0.5,KXIP
2021.0,KKR,RR,0.5,RR
2021.0,MI,SRH,0.5,SRH
2021.0,DC,RCB,0.6,RCB
2021.0,DC,CSK,0.5,DC
2021.0,RCB,KKR,0.5,RCB
2021.0,DC,KKR,0.4,KKR
2021.0,CSK,KKR,0.4,KKR
2022.0,CSK,KKR,0.4,KKR
2022.0,MI,DC,0.5,MI
2022.0,RCB,KXIP,0.5,KXIP
2022.0,LSG,GT,0.0,GT
2022.0,RR,SRH,0.4,SRH
2022.0,KKR,RCB,0.5,RCB
2022.0,CSK,LSG,0.0,LSG
2022.0,KXIP,KKR,0.4,KKR
2022.0,RR,MI,0.4,RR
2022.0,GT,DC,0.0,DC
2022.0,KXIP,CSK,0.5,KXIP
2022.0,LSG,SRH,0.0,SRH
2022.0,RR,RCB,0.5,RR
2022.0,MI,KKR,0.5,MI
2022.0,DC,LSG,0.0,LSG
2022.0,KXIP,GT,0.0,GT
2022.0,CSK,SRH,0.4,SRH
2022.0,MI,RCB,0.4,RCB
2022.0,DC,KKR,0.5,DC
2022.0,RR,LSG,0.0,LSG
2022.0,GT,SRH,0.0,SRH
2022.0,CSK,RCB,0.5,CSK
2022.0,KXIP,MI,0.4,KXIP
2022.0,GT,RR,0.0,RR
2022.0,KKR,SRH,0.4,SRH
2022.0,LSG,MI,0.0,MI
2022.0,RCB,DC,0.6,RCB
2022.0,KXIP,SRH,0.5,KXIP
2022.0,CSK,GT,0.0,GT
2022.0,RR,KKR,0.4,KKR
2022.0,RCB,LSG,0.0,LSG
2022.0,KXIP,DC,0.5,KXIP
2022.0,MI,CSK,0.4,CSK
2022.0,RR,DC,0.4,RR
2022.0,GT,KKR,0.0,KKR
