,Unnamed: 0,Year,team1,team2,Win_Prob,Win,team1_O,team2_O,Actual_Win,BOOL_DATA
414,414,2024,KXIP,RR,4000,RR,KXIP,RR,RR,True
415,415,2024,LSG,KKR,4000,KKR,LSG,KKR,KKR,True
416,416,2024,CSK,MI,4000,MI,CSK,MI,CSK,False
417,417,2024,SRH,RCB,5000,SRH,SRH,RCB,SRH,True
418,418,2024,KKR,RR,4000,RR,KKR,RR,RR,True
419,419,2024,GT,DC,5000,GT,GT,DC,DC,False
420,420,2024,MI,KXIP,6000,KXIP,MI,KXIP,MI,False
421,421,2024,CSK,LSG,5000,LSG,CSK,LSG,LSG,True
422,422,2024,SRH,DC,5000,SRH,SRH,DC,SRH,True
423,423,2024,KKR,RCB,5000,KKR,KKR,RCB,KKR,True
424,424,2024,KXIP,GT,5000,KXIP,KXIP,GT,GT,False
425,425,2024,MI,RR,6000,RR,MI,RR,RR,True
426,426,2024,CSK,LSG,5000,LSG,CSK,LSG,LSG,True
427,427,2024,DC,GT,5000,GT,DC,GT,DC,False
428,428,2024,RCB,SRH,5000,SRH,RCB,SRH,RCB,False
429,429,2024,KKR,KXIP,5000,KKR,KKR,KXIP,KXIP,False
430,430,2024,DC,MI,5000,MI,DC,MI,DC,False
431,431,2024,LSG,RR,4000,LSG,LSG,RR,RR,False
432,432,2024,GT,RCB,4000,RCB,GT,RCB,RCB,True
433,433,2024,CSK,SRH,4000,SRH,CSK,SRH,CSK,False
434,434,2024,DC,KKR,3000,KKR,DC,KKR,KKR,True
435,435,2024,MI,LSG,8000,LSG,MI,LSG,LSG,True
436,436,2024,CSK,KXIP,5000,CSK,CSK,KXIP,KXIP,False
437,437,2024,SRH,RR,6000,SRH,SRH,RR,SRH,True
438,438,2024,KKR,MI,7000,KKR,KKR,MI,KKR,True
439,439,2024,GT,RCB,4000,RCB,GT,RCB,RCB,True
440,440,2024,CSK,KXIP,5000,CSK,CSK,KXIP,CSK,True
441,441,2024,KKR,LSG,5000,LSG,KKR,LSG,KKR,False
442,442,2024,SRH,MI,4000,SRH,SRH,MI,MI,False
443,443,2024,DC,RR,5000,DC,DC,RR,DC,True
444,444,2024,LSG,SRH,8000,LSG,LSG,SRH,SRH,False
445,445,2024,RCB,KXIP,4000,RCB,RCB,KXIP,RCB,True
446,446,2024,GT,CSK,5000,GT,GT,CSK,GT,True
447,447,2024,KKR,MI,7000,KKR,KKR,MI,KKR,True
448,448,2024,RR,CSK,3000,CSK,RR,CSK,CSK,True
449,449,2024,RCB,DC,5000,DC,RCB,DC,RCB,False
450,450,2024,DC,LSG,5000,DC,DC,LSG,DC,True
451,451,2024,RR,KXIP,5000,RR,RR,KXIP,KXIP,False
452,452,2024,LSG,MI,5000,LSG,LSG,MI,LSG,True
453,453,2024,RCB,CSK,5000,CSK,RCB,CSK,RCB,False
454,454,2024,KXIP,SRH,5000,SRH,KXIP,SRH,SRH,True
455,455,2024,SRH,KKR,5000,SRH,SRH,KKR,KKR,False
456,456,2024,RCB,RR,5000,RR,RCB,RR,RR,True
457,457,2024,SRH,RR,4000,SRH,SRH,RR,SRH,True
458,458,2024,SRH,KKR,5000,SRH,SRH,KKR,KKR,False
