,id,season,city,date,match_type,player_of_match,venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,target_runs,target_overs,super_over,method,umpire1,umpire2
878,1304049,2022,Mumbai,27-03-2022,League,OF Smith,"Dr DY Patil Sports Academy, Mumbai",RCB,KXIP,Punjab Kings,field,KXIP,wickets,5,206,20,N,,Nitin Menon,YC Barde
879,1304050,2022,Mumbai,28-03-2022,League,Mohammed Shami,"Wankhede Stadium, Mumbai",LSG,GT,Gujarat Titans,field,GT,wickets,5,159,20,N,,PG Pathak,VK Sharma
880,1304051,2022,Pune,29-03-2022,League,SV Samson,"Maharashtra Cricket Association Stadium, Pune",RR,SRH,Sunrisers Hyderabad,field,RR,runs,61,211,20,N,,BNJ Oxenford,UV Gandhe
881,1304052,2022,Mumbai,30-03-2022,League,PWH de Silva,"Dr DY Patil Sports Academy, Mumbai",KKR,RCB,Royal Challengers Bangalore,field,RCB,wickets,3,129,20,N,,J Madanagopal,Navdeep Singh
882,1304053,2022,Mumbai,31-03-2022,League,E Lewis,"Brabourne Stadium, Mumbai",CSK,LSG,Lucknow Super Giants,field,LSG,wickets,6,211,20,N,,RJ Tucker,VK Sharma
883,1304054,2022,Mumbai,01-04-2022,League,UT Yadav,"Wankhede Stadium, Mumbai",KXIP,KKR,Kolkata Knight Riders,field,KKR,wickets,6,138,20,N,,AK Chaudhary,HAS Khalid
884,1304055,2022,Mumbai,02-04-2022,League,JC Buttler,"Dr DY Patil Sports Academy, Mumbai",RR,MI,Mumbai Indians,field,RR,runs,23,194,20,N,,Nitin Menon,PG Pathak
885,1304056,2022,Pune,02-04-2022,League,LH Ferguson,"Maharashtra Cricket Association Stadium, Pune",GT,DC,Delhi Capitals,field,GT,runs,14,172,20,N,,KN Ananthapadmanabhan,UV Gandhe
886,1304057,2022,Mumbai,03-04-2022,League,LS Livingstone,"Brabourne Stadium, Mumbai",KXIP,CSK,Chennai Super Kings,field,KXIP,runs,54,181,20,N,,RJ Tucker,YC Barde
887,1304058,2022,Mumbai,04-04-2022,League,Avesh Khan,"Dr DY Patil Sports Academy, Mumbai",LSG,SRH,Sunrisers Hyderabad,field,LSG,runs,12,170,20,N,,J Madanagopal,Navdeep Singh
888,1304059,2022,Mumbai,05-04-2022,League,KD Karthik,"Wankhede Stadium, Mumbai",RR,RCB,Royal Challengers Bangalore,field,RCB,wickets,4,170,20,N,,AK Chaudhary,HAS Khalid
889,1304060,2022,Pune,06-04-2022,League,PJ Cummins,"Maharashtra Cricket Association Stadium, Pune",MI,KKR,Kolkata Knight Riders,field,KKR,wickets,5,162,20,N,,BNJ Oxenford,KN Ananthapadmanabhan
890,1304061,2022,Mumbai,07-04-2022,League,Q de Kock,"Dr DY Patil Sports Academy, Mumbai",DC,LSG,Lucknow Super Giants,field,LSG,wickets,6,150,20,N,,RJ Tucker,Tapan Sharma
891,1304062,2022,Mumbai,08-04-2022,League,Shubman Gill,"Brabourne Stadium, Mumbai",KXIP,GT,Gujarat Titans,field,GT,wickets,6,190,20,N,,AK Chaudhary,VK Sharma
892,1304063,2022,Mumbai,09-04-2022,League,Abhishek Sharma,"Dr DY Patil Sports Academy, Mumbai",CSK,SRH,Sunrisers Hyderabad,field,SRH,wickets,8,155,20,N,,Navdeep Singh,Nitin Menon
893,1304064,2022,Pune,09-04-2022,League,Anuj Rawat,"Maharashtra Cricket Association Stadium, Pune",MI,RCB,Royal Challengers Bangalore,field,RCB,wickets,7,152,20,N,,BNJ Oxenford,KN Ananthapadmanabhan
894,1304065,2022,Mumbai,10-04-2022,League,Kuldeep Yadav,"Brabourne Stadium, Mumbai",DC,KKR,Kolkata Knight Riders,field,DC,runs,44,216,20,N,,CB Gaffaney,J Madanagopal
895,1304066,2022,Mumbai,10-04-2022,League,YS Chahal,"Wankhede Stadium, Mumbai",RR,LSG,Lucknow Super Giants,field,RR,runs,3,166,20,N,,AK Chaudhary,Tapan Sharma
896,1304067,2022,Mumbai,11-04-2022,League,KS Williamson,"Dr DY Patil Sports Academy, Mumbai",GT,SRH,Sunrisers Hyderabad,field,SRH,wickets,8,163,20,N,,Chirra Ravikanthreddy,RJ Tucker
897,1304068,2022,Mumbai,12-04-2022,League,S Dube,"Dr DY Patil Sports Academy, Mumbai",CSK,RCB,Royal Challengers Bangalore,field,CSK,runs,23,217,20,N,,Nitin Menon,N Pandit
898,1304069,2022,Pune,13-04-2022,League,MA Agarwal,"Maharashtra Cricket Association Stadium, Pune",KXIP,MI,Mumbai Indians,field,KXIP,runs,12,199,20,N,,BNJ Oxenford,UV Gandhe
899,1304070,2022,Mumbai,14-04-2022,League,HH Pandya,"Dr DY Patil Sports Academy, Mumbai",GT,RR,Rajasthan Royals,field,GT,runs,37,193,20,N,,CB Gaffaney,R Pandit
900,1304071,2022,Mumbai,15-04-2022,League,RA Tripathi,"Brabourne Stadium, Mumbai",KKR,SRH,Sunrisers Hyderabad,field,SRH,wickets,7,176,20,N,,GR Sadashiv Iyer,VK Sharma
901,1304072,2022,Mumbai,16-04-2022,League,KL Rahul,"Brabourne Stadium, Mumbai",LSG,MI,Mumbai Indians,field,LSG,runs,18,200,20,N,,AK Chaudhary,NA Patwardhan
902,1304073,2022,Mumbai,16-04-2022,League,KD Karthik,"Wankhede Stadium, Mumbai",RCB,DC,Delhi Capitals,field,RCB,runs,16,190,20,N,,Chirra Ravikanthreddy,J Madanagopal
903,1304074,2022,Mumbai,17-04-2022,League,Umran Malik,"Dr DY Patil Sports Academy, Mumbai",KXIP,SRH,Sunrisers Hyderabad,field,SRH,wickets,7,152,20,N,,PG Pathak,R Pandit
904,1304075,2022,Pune,17-04-2022,League,DA Miller,"Maharashtra Cricket Association Stadium, Pune",CSK,GT,Gujarat Titans,field,GT,wickets,3,170,20,N,,KN Ananthapadmanabhan,UV Gandhe
905,1304076,2022,Mumbai,18-04-2022,League,YS Chahal,"Brabourne Stadium, Mumbai",RR,KKR,Kolkata Knight Riders,field,RR,runs,7,218,20,N,,GR Sadashiv Iyer,VK Sharma
906,1304077,2022,Mumbai,19-04-2022,League,F du Plessis,"Dr DY Patil Sports Academy, Mumbai",RCB,LSG,Lucknow Super Giants,field,RCB,runs,18,182,20,N,,CB Gaffaney,N Pandit
907,1304078,2022,Mumbai,20-04-2022,League,Kuldeep Yadav,"Brabourne Stadium, Mumbai",KXIP,DC,Delhi Capitals,field,DC,wickets,9,116,20,N,,RJ Tucker,Tapan Sharma
908,1304079,2022,Navi Mumbai,21-04-2022,League,Mukesh Choudhary,"Dr DY Patil Sports Academy, Mumbai",MI,CSK,Chennai Super Kings,field,CSK,wickets,3,156,20,N,,BNJ Oxenford,UV Gandhe
909,1304080,2022,Mumbai,22-04-2022,League,JC Buttler,"Wankhede Stadium, Mumbai",RR,DC,Delhi Capitals,field,RR,runs,15,223,20,N,,NA Patwardhan,Nitin Menon
910,1304081,2022,Navi Mumbai,23-04-2022,League,Rashid Khan,"Dr DY Patil Sports Academy, Mumbai",GT,KKR,Gujarat Titans,bat,GT,runs,8,157,20,N,,KN Ananthapadmanabhan,UV Gandhe
911,1304082,2022,Mumbai,23-04-2022,League,M Jansen,"Brabourne Stadium, Mumbai",RCB,SRH,Sunrisers Hyderabad,field,SRH,wickets,9,69,20,N,,Chirra Ravikanthreddy,J Madanagopal
912,1304083,2022,Mumbai,24-04-2022,League,KL Rahul,"Wankhede Stadium, Mumbai",LSG,MI,Mumbai Indians,field,LSG,runs,36,169,20,N,,M Erasmus,HAS Khalid
913,1304084,2022,Mumbai,25-04-2022,League,S Dhawan,"Wankhede Stadium, Mumbai",KXIP,CSK,Chennai Super Kings,field,KXIP,runs,11,188,20,N,,M Erasmus,Tapan Sharma
914,1304085,2022,Pune,26-04-2022,League,R Parag,"Maharashtra Cricket Association Stadium, Pune",RR,RCB,Royal Challengers Bangalore,field,RR,runs,29,145,20,N,,BNJ Oxenford,KN Ananthapadmanabhan
915,1304086,2022,Mumbai,27-04-2022,League,Umran Malik,"Wankhede Stadium, Mumbai",SRH,GT,Gujarat Titans,field,GT,wickets,5,196,20,N,,CB Gaffaney,Navdeep Singh
916,1304087,2022,Mumbai,28-04-2022,League,Kuldeep Yadav,"Wankhede Stadium, Mumbai",KKR,DC,Delhi Capitals,field,DC,wickets,4,147,20,N,,AK Chaudhary,PG Pathak
917,1304088,2022,Pune,29-04-2022,League,KH Pandya,"Maharashtra Cricket Association Stadium, Pune",LSG,KXIP,Punjab Kings,field,LSG,runs,20,154,20,N,,MA Gough,UV Gandhe
918,1304089,2022,Mumbai,30-04-2022,League,R Tewatia,"Brabourne Stadium, Mumbai",RCB,GT,Royal Challengers Bangalore,bat,GT,wickets,6,171,20,N,,HAS Khalid,VK Sharma
919,1304090,2022,Navi Mumbai,30-04-2022,League,SA Yadav,"Dr DY Patil Sports Academy, Mumbai",RR,MI,Mumbai Indians,field,MI,wickets,5,159,20,N,,BNJ Oxenford,YC Barde
920,1304091,2022,Mumbai,01-05-2022,League,Mohsin Khan,"Wankhede Stadium, Mumbai",LSG,DC,Lucknow Super Giants,bat,LSG,runs,6,196,20,N,,Chirra Ravikanthreddy,CB Gaffaney
921,1304092,2022,Pune,01-05-2022,League,RD Gaikwad,"Maharashtra Cricket Association Stadium, Pune",CSK,SRH,Sunrisers Hyderabad,field,CSK,runs,13,203,20,N,,AK Chaudhary,KN Ananthapadmanabhan
922,1304093,2022,Mumbai,02-05-2022,League,RK Singh,"Wankhede Stadium, Mumbai",RR,KKR,Kolkata Knight Riders,field,KKR,wickets,7,153,20,N,,J Madanagopal,N Pandit
923,1304094,2022,Navi Mumbai,03-05-2022,League,K Rabada,"Dr DY Patil Sports Academy, Mumbai",GT,KXIP,Gujarat Titans,bat,KXIP,wickets,8,144,20,N,,R Pandit,VK Sharma
924,1304095,2022,Pune,04-05-2022,League,HV Patel,"Maharashtra Cricket Association Stadium, Pune",RCB,CSK,Chennai Super Kings,field,RCB,runs,13,174,20,N,,KN Ananthapadmanabhan,MA Gough
925,1304096,2022,Mumbai,05-05-2022,League,DA Warner,"Brabourne Stadium, Mumbai",DC,SRH,Sunrisers Hyderabad,field,DC,runs,21,208,20,N,,Navdeep Singh,NA Patwardhan
926,1304097,2022,Mumbai,06-05-2022,League,TH David,"Brabourne Stadium, Mumbai",MI,GT,Gujarat Titans,field,MI,runs,5,178,20,N,,J Madanagopal,GR Sadashiv Iyer
927,1304098,2022,Mumbai,07-05-2022,League,YBK Jaiswal,"Wankhede Stadium, Mumbai",KXIP,RR,Punjab Kings,bat,RR,wickets,6,190,20,N,,Chirra Ravikanthreddy,YC Barde
928,1304099,2022,Pune,07-05-2022,League,Avesh Khan,"Maharashtra Cricket Association Stadium, Pune",LSG,KKR,Kolkata Knight Riders,field,LSG,runs,75,177,20,N,,AK Chaudhary,MA Gough
929,1304100,2022,Mumbai,08-05-2022,League,PWH de Silva,"Wankhede Stadium, Mumbai",RCB,SRH,Royal Challengers Bangalore,bat,RCB,runs,67,193,20,N,,BNJ Oxenford,N Pandit
930,1304101,2022,Navi Mumbai,08-05-2022,League,DP Conway,"Dr DY Patil Sports Academy, Mumbai",CSK,DC,Delhi Capitals,field,CSK,runs,91,209,20,N,,Nitin Menon,R Pandit
931,1304102,2022,Navi Mumbai,09-05-2022,League,JJ Bumrah,"Dr DY Patil Sports Academy, Mumbai",KKR,MI,Mumbai Indians,field,KKR,runs,52,166,20,N,,CB Gaffaney,GR Sadashiv Iyer
932,1304103,2022,Pune,10-05-2022,League,Shubman Gill,"Maharashtra Cricket Association Stadium, Pune",GT,LSG,Gujarat Titans,bat,GT,runs,62,145,20,N,,KN Ananthapadmanabhan,MA Gough
933,1304104,2022,Navi Mumbai,11-05-2022,League,MR Marsh,"Dr DY Patil Sports Academy, Mumbai",RR,DC,Delhi Capitals,field,DC,wickets,8,161,20,N,,NA Patwardhan,Nitin Menon
934,1304105,2022,Mumbai,12-05-2022,League,DR Sams,"Wankhede Stadium, Mumbai",CSK,MI,Mumbai Indians,field,MI,wickets,5,98,20,N,,Chirra Ravikanthreddy,CB Gaffaney
935,1304106,2022,Mumbai,13-05-2022,League,JM Bairstow,"Brabourne Stadium, Mumbai",KXIP,RCB,Royal Challengers Bangalore,field,KXIP,runs,54,210,20,N,,J Madanagopal,N Pandit
936,1304107,2022,Pune,14-05-2022,League,AD Russell,"Maharashtra Cricket Association Stadium, Pune",KKR,SRH,Kolkata Knight Riders,bat,KKR,runs,54,178,20,N,,AK Chaudhary,KN Ananthapadmanabhan
937,1304108,2022,Mumbai,15-05-2022,League,WP Saha,"Wankhede Stadium, Mumbai",CSK,GT,Chennai Super Kings,bat,GT,wickets,7,134,20,N,,R Pandit,VK Sharma
938,1304109,2022,Mumbai,15-05-2022,League,TA Boult,"Brabourne Stadium, Mumbai",RR,LSG,Rajasthan Royals,bat,RR,runs,24,179,20,N,,PG Pathak,Tapan Sharma
939,1304110,2022,Navi Mumbai,16-05-2022,League,SN Thakur,"Dr DY Patil Sports Academy, Mumbai",DC,KXIP,Punjab Kings,field,DC,runs,17,160,20,N,,GR Sadashiv Iyer,Nitin Menon
940,1304111,2022,Mumbai,17-05-2022,League,RA Tripathi,"Wankhede Stadium, Mumbai",SRH,MI,Mumbai Indians,field,SRH,runs,3,194,20,N,,CB Gaffaney,N Pandit
941,1304112,2022,Navi Mumbai,18-05-2022,League,Q de Kock,"Dr DY Patil Sports Academy, Mumbai",LSG,KKR,Lucknow Super Giants,bat,LSG,runs,2,211,20,N,,R Pandit,YC Barde
942,1304113,2022,Mumbai,19-05-2022,League,V Kohli,"Wankhede Stadium, Mumbai",GT,RCB,Gujarat Titans,bat,RCB,wickets,8,169,20,N,,KN Ananthapadmanabhan,GR Sadashiv Iyer
943,1304114,2022,Mumbai,20-05-2022,League,R Ashwin,"Brabourne Stadium, Mumbai",CSK,RR,Chennai Super Kings,bat,RR,wickets,5,151,20,N,,CB Gaffaney,NA Patwardhan
944,1304115,2022,Mumbai,21-05-2022,League,JJ Bumrah,"Wankhede Stadium, Mumbai",DC,MI,Mumbai Indians,field,MI,wickets,5,160,20,N,,Nitin Menon,Tapan Sharma
945,1304116,2022,Mumbai,22-05-2022,League,Harpreet Brar,"Wankhede Stadium, Mumbai",SRH,KXIP,Sunrisers Hyderabad,bat,KXIP,wickets,5,158,20,N,,AK Chaudhary,NA Patwardhan
946,1312197,2022,Kolkata,24-05-2022,Qualifier 1,DA Miller,"Eden Gardens, Kolkata",RR,GT,Gujarat Titans,field,GT,wickets,7,189,20,N,,BNJ Oxenford,VK Sharma
947,1312198,2022,Kolkata,25-05-2022,Eliminator,RM Patidar,"Eden Gardens, Kolkata",RCB,LSG,Lucknow Super Giants,field,RCB,runs,14,208,20,N,,J Madanagopal,MA Gough
948,1312199,2022,Ahmedabad,27-05-2022,Qualifier 2,JC Buttler,"Narendra Modi Stadium, Ahmedabad",RCB,RR,Rajasthan Royals,field,RR,wickets,7,158,20,N,,CB Gaffaney,Nitin Menon
949,1312200,2022,Ahmedabad,29-05-2022,Final,HH Pandya,"Narendra Modi Stadium, Ahmedabad",RR,GT,Rajasthan Royals,bat,GT,wickets,7,131,20,N,,CB Gaffaney,Nitin Menon
950,1359475,2023,Ahmedabad,31-03-2023,League,Rashid Khan,"Narendra Modi Stadium, Ahmedabad",CSK,GT,Gujarat Titans,field,GT,wickets,5,179,20,N,,Nitin Menon,HAS Khalid
951,1359476,2023,Chandigarh,01-04-2023,League,Arshdeep Singh,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",KXIP,KKR,Kolkata Knight Riders,field,KXIP,runs,7,154,16,N,D/L,BNJ Oxenford,YC Barde
952,1359477,2023,Lucknow,01-04-2023,League,MA Wood,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,DC,Delhi Capitals,field,LSG,runs,50,194,20,N,,AK Chaudhary,NA Patwardhan
953,1359478,2023,Hyderabad,02-04-2023,League,JC Buttler,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",RR,SRH,Sunrisers Hyderabad,field,RR,runs,72,204,20,N,,KN Ananthapadmanabhan,R Pandit
954,1359479,2023,Bengaluru,02-04-2023,League,F du Plessis,"M Chinnaswamy Stadium, Bengaluru",MI,RCB,Royal Challengers Bangalore,field,RCB,wickets,8,172,20,N,,Nitin Menon,Tapan Sharma
955,1359480,2023,Chennai,03-04-2023,League,MM Ali,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,LSG,Lucknow Super Giants,field,CSK,runs,12,218,20,N,,A Totre,BNJ Oxenford
956,1359481,2023,Delhi,04-04-2023,League,B Sai Sudharsan,"Arun Jaitley Stadium, Delhi",DC,GT,Gujarat Titans,field,GT,wickets,6,163,20,N,,A Nand Kishore,GR Sadashiv Iyer
957,1359482,2023,Guwahati,05-04-2023,League,NT Ellis,"Barsapara Cricket Stadium, Guwahati",KXIP,RR,Rajasthan Royals,field,KXIP,runs,5,198,20,N,,KN Ananthapadmanabhan,MV Saidharshan Kumar
958,1359483,2023,Kolkata,06-04-2023,League,SN Thakur,"Eden Gardens, Kolkata",KKR,RCB,Royal Challengers Bangalore,field,KKR,runs,81,205,20,N,,Vinod Seshan,VK Sharma
959,1359484,2023,Lucknow,07-04-2023,League,KH Pandya,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",SRH,LSG,Sunrisers Hyderabad,bat,LSG,wickets,5,122,20,N,,J Madanagopal,YC Barde
960,1359485,2023,Guwahati,08-04-2023,League,YBK Jaiswal,"Barsapara Cricket Stadium, Guwahati",RR,DC,Delhi Capitals,field,RR,runs,57,200,20,N,,Navdeep Singh,MV Saidharshan Kumar
961,1359486,2023,Mumbai,08-04-2023,League,RA Jadeja,"Wankhede Stadium, Mumbai",MI,CSK,Chennai Super Kings,field,CSK,wickets,7,158,20,N,,CB Gaffaney,NA Patwardhan
962,1359487,2023,Ahmedabad,09-04-2023,League,RK Singh,"Narendra Modi Stadium, Ahmedabad",GT,KKR,Gujarat Titans,bat,KKR,wickets,3,205,20,N,,Nitin Menon,Tapan Sharma
963,1359488,2023,Hyderabad,09-04-2023,League,S Dhawan,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",KXIP,SRH,Sunrisers Hyderabad,field,SRH,wickets,8,144,20,N,,BNJ Oxenford,UV Gandhe
964,1359489,2023,Bengaluru,10-04-2023,League,N Pooran,"M Chinnaswamy Stadium, Bengaluru",RCB,LSG,Lucknow Super Giants,field,LSG,wickets,1,213,20,N,,AK Chaudhary,A Nand Kishore
965,1359490,2023,Delhi,11-04-2023,League,RG Sharma,"Arun Jaitley Stadium, Delhi",DC,MI,Mumbai Indians,field,MI,wickets,6,173,20,N,,MA Gough,R Pandit
966,1359491,2023,Chennai,12-04-2023,League,R Ashwin,"MA Chidambaram Stadium, Chepauk, Chennai",RR,CSK,Chennai Super Kings,field,RR,runs,3,176,20,N,,Vinod Seshan,VK Sharma
967,1359492,2023,Chandigarh,13-04-2023,League,MM Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",KXIP,GT,Gujarat Titans,field,GT,wickets,6,154,20,N,,A Totre,J Madanagopal
968,1359493,2023,Kolkata,14-04-2023,League,HC Brook,"Eden Gardens, Kolkata",SRH,KKR,Kolkata Knight Riders,field,SRH,runs,23,229,20,N,,CB Gaffaney,GR Sadashiv Iyer
969,1359494,2023,Bengaluru,15-04-2023,League,V Kohli,"M Chinnaswamy Stadium, Bengaluru",RCB,DC,Delhi Capitals,field,RCB,runs,23,175,20,N,,KN Ananthapadmanabhan,MV Saidharshan Kumar
970,1359495,2023,Lucknow,15-04-2023,League,Sikandar Raza,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,KXIP,Punjab Kings,field,KXIP,wickets,2,160,20,N,,HAS Khalid,VK Sharma
971,1359496,2023,Mumbai,16-04-2023,League,VR Iyer,"Wankhede Stadium, Mumbai",KKR,MI,Mumbai Indians,field,MI,wickets,5,186,20,N,,BNJ Oxenford,UV Gandhe
972,1359497,2023,Ahmedabad,16-04-2023,League,SO Hetmyer,"Narendra Modi Stadium, Ahmedabad",GT,RR,Rajasthan Royals,field,RR,wickets,3,178,20,N,,AK Chaudhary,CB Gaffaney
973,1359498,2023,Bengaluru,17-04-2023,League,DP Conway,"M Chinnaswamy Stadium, Bengaluru",CSK,RCB,Royal Challengers Bangalore,field,CSK,runs,8,227,20,N,,KN Ananthapadmanabhan,Navdeep Singh
974,1359499,2023,Hyderabad,18-04-2023,League,C Green,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",MI,SRH,Sunrisers Hyderabad,field,MI,runs,14,193,20,N,,Nitin Menon,Vinod Seshan
975,1359500,2023,Jaipur,19-04-2023,League,MP Stoinis,"Sawai Mansingh Stadium, Jaipur",LSG,RR,Rajasthan Royals,field,LSG,runs,10,155,20,N,,J Madanagopal,YC Barde
976,1359501,2023,Chandigarh,20-04-2023,League,Mohammed Siraj,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",RCB,KXIP,Punjab Kings,field,RCB,runs,24,175,20,N,,AK Chaudhary,GR Sadashiv Iyer
977,1359502,2023,Delhi,20-04-2023,League,I Sharma,"Arun Jaitley Stadium, Delhi",KKR,DC,Delhi Capitals,field,DC,wickets,4,128,20,N,,MA Gough,R Pandit
978,1359503,2023,Chennai,21-04-2023,League,RA Jadeja,"MA Chidambaram Stadium, Chepauk, Chennai",SRH,CSK,Chennai Super Kings,field,CSK,wickets,7,135,20,N,,HAS Khalid,VK Sharma
979,1359504,2023,Lucknow,22-04-2023,League,MM Sharma,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",GT,LSG,Gujarat Titans,bat,GT,runs,7,136,20,N,,A Totre,RJ Tucker
980,1359505,2023,Mumbai,22-04-2023,League,SM Curran,"Wankhede Stadium, Mumbai",KXIP,MI,Mumbai Indians,field,KXIP,runs,13,215,20,N,,CB Gaffaney,GR Sadashiv Iyer
981,1359506,2023,Bengaluru,23-04-2023,League,GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",RCB,RR,Rajasthan Royals,field,RCB,runs,7,190,20,N,,MA Gough,MV Saidharshan Kumar
982,1359507,2023,Kolkata,23-04-2023,League,AM Rahane,"Eden Gardens, Kolkata",CSK,KKR,Kolkata Knight Riders,field,CSK,runs,49,236,20,N,,Nitin Menon,Tapan Sharma
983,1359508,2023,Hyderabad,24-04-2023,League,AR Patel,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",DC,SRH,Delhi Capitals,bat,DC,runs,7,145,20,N,,J Madanagopal,RJ Tucker
984,1359509,2023,Ahmedabad,25-04-2023,League,A Manohar,"Narendra Modi Stadium, Ahmedabad",GT,MI,Mumbai Indians,field,GT,runs,55,208,20,N,,AK Chaudhary,A Nand Kishore
985,1359510,2023,Bengaluru,26-04-2023,League,CV Varun,"M Chinnaswamy Stadium, Bengaluru",KKR,RCB,Royal Challengers Bangalore,field,KKR,runs,21,201,20,N,,KN Ananthapadmanabhan,R Pandit
986,1359511,2023,Jaipur,27-04-2023,League,YBK Jaiswal,"Sawai Mansingh Stadium, Jaipur",RR,CSK,Rajasthan Royals,bat,RR,runs,32,203,20,N,,A Totre,YC Barde
987,1359512,2023,Chandigarh,28-04-2023,League,MP Stoinis,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",LSG,KXIP,Punjab Kings,field,LSG,runs,56,258,20,N,,Nitin Menon,Vinod Seshan
988,1359513,2023,Kolkata,29-04-2023,League,J Little,"Eden Gardens, Kolkata",KKR,GT,Gujarat Titans,field,GT,wickets,7,180,20,N,,NA Patwardhan,GR Sadashiv Iyer
989,1359514,2023,Delhi,29-04-2023,League,MR Marsh,"Arun Jaitley Stadium, Delhi",SRH,DC,Sunrisers Hyderabad,bat,SRH,runs,9,198,20,N,,MA Gough,Navdeep Singh
990,1359515,2023,Chennai,30-04-2023,League,DP Conway,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,KXIP,Chennai Super Kings,bat,KXIP,wickets,4,201,20,N,,RJ Tucker,UV Gandhe
991,1359516,2023,Mumbai,30-04-2023,League,YBK Jaiswal,"Wankhede Stadium, Mumbai",RR,MI,Rajasthan Royals,bat,MI,wickets,6,213,20,N,,Vinod Seshan,VK Sharma
992,1359517,2023,Lucknow,01-05-2023,League,F du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",RCB,LSG,Royal Challengers Bangalore,bat,RCB,runs,18,127,20,N,,AK Chaudhary,GR Sadashiv Iyer
993,1359518,2023,Ahmedabad,02-05-2023,League,Mohammed Shami,"Narendra Modi Stadium, Ahmedabad",DC,GT,Delhi Capitals,bat,DC,runs,5,131,20,N,,MA Gough,R Pandit
994,1359519,2023,Lucknow,03-05-2023,League,,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,CSK,Chennai Super Kings,field,,no result,,,,N,,AK Chaudhary,NA Patwardhan
995,1359520,2023,Chandigarh,03-05-2023,League,Ishan Kishan,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",KXIP,MI,Mumbai Indians,field,MI,wickets,6,215,20,N,,J Madanagopal,RJ Tucker
996,1359521,2023,Hyderabad,04-05-2023,League,CV Varun,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",KKR,SRH,Kolkata Knight Riders,bat,KKR,runs,5,172,20,N,,KN Ananthapadmanabhan,MA Gough
997,1359522,2023,Jaipur,05-05-2023,League,Rashid Khan,"Sawai Mansingh Stadium, Jaipur",RR,GT,Rajasthan Royals,bat,GT,wickets,9,119,20,N,,HAS Khalid,VK Sharma
998,1359523,2023,Chennai,06-05-2023,League,M Pathirana,"MA Chidambaram Stadium, Chepauk, Chennai",MI,CSK,Chennai Super Kings,field,CSK,wickets,6,140,20,N,,BNJ Oxenford,Navdeep Singh
999,1359524,2023,Delhi,06-05-2023,League,PD Salt,"Arun Jaitley Stadium, Delhi",RCB,DC,Royal Challengers Bangalore,bat,DC,wickets,7,182,20,N,,RJ Tucker,YC Barde
1000,1359525,2023,Ahmedabad,07-05-2023,League,Shubman Gill,"Narendra Modi Stadium, Ahmedabad",GT,LSG,Lucknow Super Giants,field,GT,runs,56,228,20,N,,AK Chaudhary,A Nand Kishore
1001,1359526,2023,Jaipur,07-05-2023,League,GD Phillips,"Sawai Mansingh Stadium, Jaipur",RR,SRH,Rajasthan Royals,bat,SRH,wickets,4,215,20,N,,Nitin Menon,Vinod Seshan
1002,1359527,2023,Kolkata,08-05-2023,League,AD Russell,"Eden Gardens, Kolkata",KXIP,KKR,Punjab Kings,bat,KKR,wickets,5,180,20,N,,A Totre,J Madanagopal
1003,1359528,2023,Mumbai,09-05-2023,League,SA Yadav,"Wankhede Stadium, Mumbai",RCB,MI,Mumbai Indians,field,MI,wickets,6,200,20,N,,HAS Khalid,VK Sharma
1004,1359529,2023,Chennai,10-05-2023,League,RA Jadeja,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,DC,Chennai Super Kings,bat,CSK,runs,27,168,20,N,,CB Gaffaney,NA Patwardhan
1005,1359530,2023,Kolkata,11-05-2023,League,YBK Jaiswal,"Eden Gardens, Kolkata",KKR,RR,Rajasthan Royals,field,RR,wickets,9,150,20,N,,RJ Tucker,MV Saidharshan Kumar
1006,1359531,2023,Mumbai,12-05-2023,League,SA Yadav,"Wankhede Stadium, Mumbai",MI,GT,Gujarat Titans,field,MI,runs,27,219,20,N,,Nitin Menon,Tapan Sharma
